Resort,Count,Room Code,Room Name,Total Rooms,Bed Type,"Min
Occupancy","Max
Occupancy","Max
Adults","Kids
Max",Treatment
Royalton Hideaway Riviera Cancun,8,LXUWJ,Luxury Junior Suite Swim Out,18,1 King + Sofa / 2 Queen + Sofa,1,4,4,N/A,
Royalton Hideaway Riviera Cancun,9,LXUWS,Luxury Suite Swim Out,18,1 King + Sofa / 2 Queen + Sofa,1,4,4,N/A,
Royalton Hideaway Riviera Cancun,10,LXOWSD,Luxury Suite Swim Out Dc,6,1 King + Sofa / 2 Queen + Sofa,1,4,4,N/A,Diamond Club
Royalton Hideaway Riviera Cancun,11,HMOUSD,Honeymoon Suite Ocean View Dc,7,1 King,1,2,2,N/A,Diamond Club
Royalton Hideaway Riviera Cancun,12,LPOU1D,Luxury Presidential One Bedroom Suite Ocean View Dc,10,1 King + 1 Sofa,1,3,3,N/A,Diamond Club
Royalton Splash Riviera Cancun,1,LXUUJ,Luxury Junior Suite (6 Handicap),371,1 King / 2 Queen + Sofa Bed,1,4,4,3,
Royalton Splash Riviera Cancun,2,LXOUJ,Luxury Junior Suite Ocean View,117,1 King / 2 Queen + Sofa Bed,1,4,4,3,
Royalton Splash Riviera Cancun,3,LXFUJ,Luxury Junior Suite Ocean Front,106,1 King / 2 Queen + Sofa Bed,1,4,4,3,
Royalton Splash Riviera Cancun,4,LXFZJ,Luxury Junior Suite Ocean Front Terrace Jacuzzi,56,1 King / 2 Queen + Sofa Bed,1,4,4,3,
Royalton Splash Riviera Cancun,5,LXUWJ,Luxury Junior Suite Swim Out,59,1 King / 2 Queen + Sofa Bed,1,4,4,3,
Royalton Splash Riviera Cancun,6,LXUU2,Two Bedroom Luxury Junior Suite,14,1 King + 2 Queen + 2 Sofa,1,8,8,6,
Royalton Splash Riviera Cancun,7,LXOUJD,Luxury Junior Suite Ocean View Diamond Club,80,2 Queen + Sofa Bed / 1 King,1,4,4,3,Diamond Club
Royalton Splash Riviera Cancun,8,LXFUJD,Luxury Junior Suite Ocean Front Diamond Club,62,2 Queen + Sofa Bed / 1 King,1,4,4,3,Diamond Club
Royalton Splash Riviera Cancun,9,LXFZJD,Luxury Junior Suite Ocean Front Terrace Jacuzzi Diamond Club,33,1 King / 2 Queen + Sofa Bed,1,4,4,3,Diamond Club
Royalton Splash Riviera Cancun,10,LXUWJD,Luxury Junior Suite Swim Out Diamond Club,33,2 Queen + Sofa Bed / 1 King,1,4,4,3,Diamond Club
Royalton Splash Riviera Cancun,11,LXFWJD,Luxury Junior Suite Ocean Front Swim Out Diamond Club,23,1 King / 2 Queen + Sofa Bed,1,4,4,3,Diamond Club
Royalton Splash Riviera Cancun,12,LXOU2D,Two Bedroom Luxury Junior Suite Ocean View Diamond Club,8,1 King + 2 Queen + 2 Sofa,1,8,8,6,Diamond Club
Royalton Splash Riviera Cancun,13,LXFU2D,Two Bedroom Luxury Junior Suite Ocean Front Diamond Club,22,1 King + 2 Queen + 2 Sofa,1,8,8,6,Diamond Club
Royalton Splash Riviera Cancun,14,LPFU1D,Luxury Presidential Ocean Front One Bedroom Suite Diamond Club,15,1 King + 1 Sofa Bed,1,4,4,3,Diamond Club
Royalton Splash Riviera Cancun,15,SCFU2D,Luxury Sky Chairman Suite Two Bedroom Ocean Front Diamond Club,4,1 King + 2 Queen + 1 Sofa,1,8,7,6,Diamond Club
Royalton Splash Riviera Cancun,16,CMFU2D,Luxury Chairman Two Bedroom Suite Ocean Front Diamond Club,1,1 King + 2 Queen + 2 Sofa,1,10,8,8,Diamond Club
Mystique Holbox by Royalton,1,DXUUJ,Deluxe Junior Suite,16,1 King + Sofa / 2 Queen,1,4,3,2,
Mystique Holbox by Royalton,2,DXOUJ,Deluxe Junior Suite Pool View,8,1 King + Sofa,1,4,3,2,
Mystique Holbox by Royalton,3,DXORJ,Deluxe Junior Suite Loft Ocean View,6,1 King + Sofa / 2 Queen,1,4,3,2,
Mystique Holbox by Royalton,4,DXFUJ,Deluxe Junior Suite Partial Ocean View,2,1 King + 1 Sofa,1,4,3,2,
Mystique Holbox by Royalton,5,DXFWJ,Deluxe Junior Suite Swim Out,2,1 King + 1 Sofa,1,4,3,2,
Mystique Holbox by Royalton,6,PRFUJ,Premium Junior Suite Ocean Front,2,1 King + 1 Sofa,1,4,3,2,
Mystique Holbox by Royalton,7,LPOU1,Presidential Ocean Front One Bedroom Suite,1,1 King + 1 Sofa,1,4,3,2,
Royalton CHIC Cancun,1,LXUUJ,Luxury Junior Suite Sunset View (4 Handicap),128,1 King + Sofa / 2 Queen + Sofa,1,4,4,N/A,
Royalton CHIC Cancun,2,LXUUJD,Luxury Junior Suite Sunset View Dc (1 Handicap),71,1 King + Sofa / 2 Queen + Sofa,1,4,4,N/A,Diamond Club
Royalton CHIC Cancun,3,LXOUJ,Luxury Junior Suite Ocean Front,155,1 King + Sofa / 2 Queen + Sofa,1,4,4,N/A,
Royalton CHIC Cancun,4,LXOUJD,Luxury Junior Suite Ocean Front Diamond Club,68,1 King + Sofa / 2 Queen + Sofa,1,4,4,N/A,Diamond Club
Royalton CHIC Cancun,5,LFUUS,Luxury Suite Sunset View,5,1 King + 1 Sofa,1,3,3,N/A,
Royalton CHIC Cancun,6,LFOUS,Luxury Suite Ocean Front,5,1 King + 1 Sofa,1,3,3,N/A,
Royalton CHIC Cancun,7,LPOU1D,Luxury Presidential Ocean Front One Bedroom Suite Dc,9,1 King + 1 Sofa,1,3,3,N/A,Diamond Club
Royalton CHIC Cancun,8,LPOU2D,Luxury Presidential Ocean Front Two Bedroom Suite Dc,Virtual,1 King + 2 Queen + Sofa,1,7,7,N/A,Diamond Club
Royalton CHIC Cancun,9,LPUU1D,Luxury Presidential One Bedroom Suite Sunset View Dc,12,1 King + 1 Sofa,1,3,3,N/A,Diamond Club
Royalton CHIC Cancun,10,LPUU2D,Luxury Presidential Two Bedroom Suite Sunset View Dc,Virtual,1 King + 2 Queen + 1 Sofa,1,7,7,N/A,Diamond Club
Royalton CHIC Cancun,11,CMFU2D,Luxury Chairmans Two Bedroom Suite Ocean Front Dc,4,1 King + 2 Queen + 1 Sofa,1,7,7,N/A,Diamond Club
Royalton CHIC Cancun,12,CMFU3D,Luxury Chairmans Three Bedroom Suite Ocean Front Dc,Virtual,1 King + 4 Queen + 1 Sofa,1,11,11,N/A,Diamond Club
Royalton CHIC Cancun,13,CMFU4D,Luxury Chairmans Four Bedroom Suite Ocean Front Dc,Virtual,2 King + 4 Queen + Sofa Bed,1,13,13,N/A,Diamond Club
Planet Hollywood Adult Scene,1,LXUUJ,Junior Suite (1 Handicap-Connecting),224,1 King / 2 Queen + Sofa Bed,1,4,4,N/A,
Planet Hollywood Adult Scene,2,LXUUJD,Star Class Junior Suite,28,1 King / 2 Queen + Sofa,1,4,4,N/A,Star Class
Planet Hollywood Adult Scene,3,LXOUJD,Star Class Junior Suite Ocean View,16,1 King + Sofa Bed,1,4,4,N/A,Star Class
Planet Hollywood Adult Scene,4,LXUWJ,Junior Suite Swim Out,68,1 King / 2 Queen + Sofa,1,4,4,N/A,
Planet Hollywood Adult Scene,5,LXUWJD,Star Class Junior Suite Swim Out,14,1 King / 2 Queen + Sofa,1,4,4,N/A,Star Class
Planet Hollywood Adult Scene,6,LPUU1,Directors Suite One Bedroom,24,1 King + Sofa,1,3,3,N/A,
Planet Hollywood Adult Scene,7,LPUU1D,Star Class Directors Suite One Bedroom,6,1 King + Sofa,1,3,3,N/A,Star Class
Planet Hollywood Cancun,1,LXUUJ,Junior Suite (3 Handicap - Connecting),298,1 King + Sofa / 2 Queen + Sofa,1,4,4,3,
Planet Hollywood Cancun,2,LXUUJD,Star Class Junior Suite (1 Handicap - Connecting),72,1 King + Sofa / 2 Queen + Sofa,1,4,4,3,Star Class
Planet Hollywood Cancun,3,LXOUJ,Junior Suite Ocean View,36,1 King + Sofa / 2 Queen + Sofa,1,4,4,3,
Planet Hollywood Cancun,4,LXOUJD,Star Class Junior Suite Ocean View,12,1 King + Sofa / 2 Queen + Sofa,1,4,4,3,Star Class
Planet Hollywood Cancun,5,LXUWJ,Junior Suite Swim Out,45,1 King + Sofa / 2 Queen + Sofa,1,4,4,3,
Planet Hollywood Cancun,6,LXUWJD,Star Class Junior Suite Swim Out,24,1 King + Sofa / 2 Queen + Sofa,1,4,4,3,Star Class
Planet Hollywood Cancun,7,LFUUS,Entourage Suite,60,1 King + 1 Sofa,1,4,3,3,
Planet Hollywood Cancun,8,LFUUSD,Star Class Entourage Suite,24,1 King + 1 Sofa,1,4,3,3,Star Class
Planet Hollywood Cancun,9,LPUU1,Directors Suite One Bedroom,52,1 King + 1 Sofa,1,4,3,3,
Planet Hollywood Cancun,10,LPUU2,Directors Suite Two Bedroom,Virtual,1 King + 2 Queen + Sofa,1,8,6,4,
Planet Hollywood Cancun,11,LPUU1D,Star Class Directors Suite One Bedroom,14,1 King + 1 Sofa,1,4,3,3,Star Class
Planet Hollywood Cancun,12,LPUU2D,Star Class Directors Suite Two Bedroom,Virtual,1 King + 2 Queen + Sofa,1,8,6,4,Star Class
Planet Hollywood Cancun,13,LPUW1D,Star Class Directors Suite One Bedroom Swim Out,6,1 King + 1 Sofa,1,4,3,3,Star Class
Planet Hollywood Cancun,14,CMUU2D,Star Class Producers Two Bedroom Suite,3,1 King + 2 Queen + Sofa,1,8,6,4,Star Class
Planet Hollywood Cancun,15,CMUU3D,Star Class Producers Three Bedroom Suite,Virtual,"2 King + 2 Queen + 1 Sofa
1 King + 4 Queen + 1 Sofa",1,12,10,6,Star Class
Planet Hollywood Cancun,16,CMUW2D,Star Class Producers Two Bedroom Suite Swim Out,1,1 King + 2 Queen + Sofa,1,8,6,4,Star Class
Planet Hollywood Costa Rica,1,LXUUJ,Junior Suite (1 Handicap),98,1 King + Sofa / 2 Queen + Sofa,1,4,4,2,
Planet Hollywood Costa Rica,2,LXUUJD,Star Class Junior Suite,30,1 King + Sofa / 2 Queen + Sofa,1,4,4,2,Star Class
Planet Hollywood Costa Rica,3,LXOUJ,Junior Suite Ocean View (3 Handicap),77,1 King + Sofa / 2 Queen + Sofa,1,4,4,2,
Planet Hollywood Costa Rica,4,LXOUJD,Star Class Junior Suite Ocean View,62,1 King + Sofa / 2 Queen + Sofa,1,4,4,2,Star Class
Planet Hollywood Costa Rica,5,LPUU1D,Star Class,23,1 King + Sofa Bed,1,4,3,2,Star Class
Planet Hollywood Costa Rica,6,LPUU2D,Star Class,Virtual,1 King + 2 Queen + Sofa Bed,1,8,6,4,Star Class
Planet Hollywood Costa Rica,7,CMUUSD,Star Class Producer's Suite,2,1 King + 2 Queen + Sofa Bed,1,8,6,4,Star Class
Royalton Reserve Paraíso de la Bonita,1,LKFUS,Master Suite Ocean Front - KING,40,King,1,2,2,N/A,
Royalton Reserve Paraíso de la Bonita,2,LQFUS,Master Suite Ocean Front - DBL,11,2 Queen,1,4,4,N/A,
Royalton Reserve Paraíso de la Bonita,3,LKFWS,Master Suite Ocean Front Private Pool King,10,King,1,2,2,N/A,
Royalton Reserve Paraíso de la Bonita,4,LQFWS,Master Suite Ocean Front Private Pool - DBL,6,2 Queen,1,4,4,N/A,
Royalton Reserve Paraíso de la Bonita,5,LKFWSD,Master Suite Ocean Front Private Pool King Diamond Club,10,2 King,1,2,2,N/A,Diamond Club
Royalton Reserve Paraíso de la Bonita,6,LXFWHSD,Master Luxury Suite Ocean Front Private Pool & Outdoor Shower DC,5,King,1,2,2,N/A,Diamond Club
Royalton Reserve Paraíso de la Bonita,7,LXFUS2D,Master Suite Ocean Front Two bedroom DC,4,2 King,1,4,4,N/A,Diamond Club
Royalton Reserve Paraíso de la Bonita,8,LPFW2D,Presidential Suite Ocean Front Two bedroom Private Pool DC,3,2 King,1,4,4,N/A,Diamond Club
Royalton Reserve Paraíso de la Bonita,9,LPFWM2D,Master Presidential Suite Ocean Front Private Pool Two bedroom DC,1,2 King,1,4,4,N/A,Diamond Club
Royalton Reserve Paraíso de la Bonita,10,LXFUSD,Luxury Suite Ocean Front King with Private Pool & Outdoor Shower with DC,4,King,1,2,2,N/A,Diamond Club
Royalton Reserve Paraíso de la Bonita,11,CMOW1D,Chairman One bedroom Luxury Suite Ocean Front Private Pool & Outdoor shower,4,King,1,2,2,N/A,Diamond Club
Royalton Reserve Paraíso de la Bonita,12,CMOP2D,Chairman Two bedroom suite Ocean Front Infinity & Private Pool Outdoor shower,1,2 King,1,4,4,N/A,Diamond Club
Royalton Reserve Paraíso de la Bonita,13,CMFP2D,Chairman Two Bedroom Oceanfront Suite Four Terraces Private Outdoor Shower,Virtual,2 King,1,4,4,N/A,Diamond Club
Royalton Reserve Paraíso de la Bonita,14,CMOP3D,Chairman Three bedroom Suite Ocean Front Infinity Private Pool Outdoor Shower,1,3 King,1,6,6,N/A,Diamond Club
Royalton Vessence Cancun,1,LKUUR,Luxury Room,7,1 King,1,2,2,,
Royalton Vessence Cancun,2,LQUUR,Luxury Room Two Queen,7,2 Queen,1,4,4,,
Royalton Vessence Cancun,3,LKXUUJ,Luxury Junior Suite King,24,1 King,1,2,2,,
Royalton Vessence Cancun,4,LQXUUJ,Luxury Junior Suite Two Queen,14,2 Queen,1,4,4,,
Royalton Vessence Cancun,5,LKXOUJ,Luxury Junior Suite Ocean View King,48,1 King,1,2,2,,
Royalton Vessence Cancun,6,LQXOUJ,Luxury Junior Suite Ocean View Two Queen,28,2 Queen,1,4,4,,
Royalton Vessence Cancun,7,LKXUWJ,Luxury Junior Suite Swim Out,12,1 King,1,2,2,,
Royalton Vessence Cancun,8,LQXUWJ,Luxury Junior Suite Swim Out Two Queen,12,2 Queen,1,4,4,,
Royalton Vessence Cancun,9,LKXFUJ,Luxury Junior Suite Ocean Front,27,1 king,1,2,2,,
Royalton Vessence Cancun,10,LQXFUJ,Luxury Junior Suite Ocean Front Two Queen,18,2 Queen,1,4,4,,
Royalton Vessence Cancun,11,LKXFWJ,Luxury Junior Suite Swim Out Ocean Front,6,1 king,1,2,2,,
Royalton Vessence Cancun,12,LQXFWJ,Luxury Junior Suite Swim Out Ocean Front Two Queen,4,2 Queen,1,4,4,,
Royalton Vessence Cancun,13,LPUU1D,Luxury Presidential Multi-Bed Suite with Butler,32,1 King + 1 Murphy Bed,1,4,4,,Diamond Club
Royalton Vessence Cancun,14,LPOU1D,Luxury Presidential Multi-Bed Ocean View Suite with Butler,76,1 King + 1 Murphy Bed,1,4,4,,Diamond Club
Royalton Vessence Cancun,15,LPUW1D,Luxury Presidential Multi-Bed Swim Out Suite with Butler,6,1 King + 1 Murphy Bed,1,4,4,,Diamond Club
Royalton Vessence Cancun,16,LPFU1D,Luxury Presidential Multi-Bed Ocean Front Suite with Butler,45,1 King + 1 Murphy Bed,1,4,4,,Diamond Club
Royalton Vessence Cancun,17,LPFW1D,Luxury Presidential Multi-Bed Swim Out Ocean Front Suite with Butler,10,1 King + 1 Murphy Bed,1,4,4,,Diamond Club
Royalton Vessence Cancun,18,LPUU2D,Luxury Presidential Multi-Bed Ocean View Two Bedroom Suite with Butler,Virtual,1 king + 2 queen + Murphy Bed,1,8,8,,Diamond Club
Royalton Vessence Cancun,19,LPOU2D,Luxury Presidential Multi-Bed Ocean View Two Bedroom Suite with Butler,Virtual,1 king + 2 queen + Murphy Bed,1,8,8,,Diamond Club
Royalton Vessence Cancun,20,LPUW2D,Luxury Presidential Multi-Bed Swim Out Two Bedroom Suite with Butler,Virtual,1 king + 2 queen + Murphy Bed,1,8,8,,Diamond Club
Royalton Vessence Cancun,21,LPFU2D,Luxury Presidential Multi-Bed Ocean Front Two Bedroom Suite with Butler,Virtual,1 king + 2 queen + Murphy Bed,1,8,8,,Diamond Club
Royalton Vessence Cancun,22,LPFW2D,Luxury Presidential Multi-Bed Swim Out Ocean Front Two Bedroom Suite with Butler,Virtual,1 king + 2 queen + Murphy Bed,1,8,8,,Diamond Club
The Westin Cancun,1,GRL,Guest Room Lagoon View,Virtual,,,,,,
The Westin Cancun,2,GRO,Guest Room Ocean View,Virtual,,,,,,
The Westin Cancun,3,DGRL,Deluxe Guest Room Lagoon View,Virtual,,,,,,
The Westin Cancun,4,DGRO,Deluxe Guest Room Ocean View,Virtual,,,,,,
The Westin Cancun,5,STL,Studio Lagoon View,Virtual,,,,,,
The Westin Cancun,6,STO,Studio Ocean View,Virtual,,,,,,
The Westin Cancun,7,JRS,Junior Suite,Virtual,,,,,,
The Westin Cancun,8,TBVL,Two Bedroom Villa Lagoon View,Virtual,,,,,,
The Westin Cancun,9,TBVO,Two Bedroom Villa Ocean View,Virtual,,,,,,
The Westin Cancun,10,MSTE,Master Suite,Virtual,,,,,,
The Westin Cancun,11,AMBS,Ambassador Suite,Virtual,,,,,,
The Westin Cancun,12,PRES,Presidential Suite,Virtual,,,,,,
